,date,cash_data,vol,dif,ret1,ret2,ret3
9/20/2021 17:00,9/20/2021 17:00,34175.2,11831,-50,0.165028742,-1.672522787,8.462213564
9/20/2021 17:30,9/20/2021 17:30,34013.34,11831,-161.86,-3.247263416,-0.535891795,-0.700920537
9/20/2021 18:00,9/20/2021 18:00,34133.2,9678,119.86,0.740972262,-2.40613212,0.841131296
9/20/2021 18:30,9/20/2021 18:30,33955.2,9678,-178,1.486335846,1.101333635,0.360361372
9/20/2021 19:00,9/20/2021 19:00,33969.2,8758,14,0.078841407,0.11718481,-1.369151036
9/20/2021 19:30,9/20/2021 19:30,33815.7,8758,-153.5,10.98686862,0.866220185,0.787378778
9/20/2021 20:00,9/20/2021 20:00,33738.7,8143,-77,-0.503339612,-5.530126187,-16.51699481
9/20/2021 20:30,9/20/2021 20:30,33850.2,8143,111.5,1.447313492,-0.728490211,-0.225150599
9/20/2021 21:00,9/20/2021 21:00,33855.2,9541,5,-0.044765848,-0.064790216,-1.512103708
9/20/2021 21:30,9/20/2021 21:30,33637.2,9541,-218,43.73774974,-1.957957449,-1.913191601
9/20/2021 22:00,9/20/2021 22:00,33609.34,10725,-27.86,-0.128264969,-5.610021121,-49.34777086
9/20/2021 22:30,9/20/2021 22:30,33990.7,10725,381.36,13.6170051,-1.746584739,-1.61831977
9/20/2021 23:00,9/20/2021 23:00,33978.2,1669,-12.5,0.032599203,0.443903514,-13.17310158
9/20/2021 23:30,9/20/2021 23:30,33870.34,1669,-107.86,-8.644114255,-0.281791236,-0.314390439
9/21/2021 1:00,9/21/2021 1:00,33935.74,836,65.4,0.60672092,-5.244564957,3.399549297
9/21/2021 1:30,9/21/2021 1:30,33987.34,836,51.6,-0.787631667,-0.47787261,-1.084593531
9/21/2021 2:00,9/21/2021 2:00,33924.24,1813,-63.1,1.223075412,-0.963332926,-0.175701258
9/21/2021 2:30,9/21/2021 2:30,34053.34,1813,129.1,2.043974226,2.499934618,1.276859207
9/21/2021 3:00,9/21/2021 3:00,34023.34,2644,-30,0.232039462,0.47428268,-1.569691546
9/21/2021 3:30,9/21/2021 3:30,34143.34,2644,120,3.994722695,0.926933306,0.694893844
9/21/2021 4:00,9/21/2021 4:00,34040.34,3561,-103,0.858119094,3.427947822,-0.566774874
9/21/2021 4:30,9/21/2021 4:30,34154.34,3561,114,1.106617776,0.949609844,0.09149075
9/21/2021 5:00,9/21/2021 5:00,34115.2,1974,-39.14,0.342956574,0.379521841,-0.727095935
9/21/2021 5:30,9/21/2021 5:30,34176.34,1974,61.14,1.561581847,0.53555476,0.192598186
9/21/2021 6:00,9/21/2021 6:00,34127.34,1982,-49,0.801296799,1.251290535,-0.310291312
9/21/2021 6:30,9/21/2021 6:30,34214.34,1982,87,1.774523622,1.421920097,0.620623299
9/21/2021 7:00,9/21/2021 7:00,34213.2,1312,-1.14,0.013087,0.02322319,-1.751300432
9/21/2021 7:30,9/21/2021 7:30,34183.34,1312,-29.86,-26.20485581,-0.342942936,-0.356029936
9/21/2021 8:00,9/21/2021 8:00,34219.34,2619,36,1.20551807,-31.59042721,-5.385571403
9/21/2021 8:30,9/21/2021 8:30,34116.24,2619,-103.1,2.866702906,3.455862156,2.250344085
9/21/2021 9:00,9/21/2021 9:00,34117.2,3478,0.96,0.009325279,0.026732806,-2.8399701
9/21/2021 9:30,9/21/2021 9:30,34234.34,3478,117.14,-121.810121,-1.135913421,-1.145238701
9/21/2021 10:00,9/21/2021 10:00,34172.2,4913,-62.14,0.530049468,-64.56538987,57.24473117
9/21/2021 10:30,9/21/2021 10:30,34347.2,4913,175,2.811588107,1.490280781,0.960231313
9/21/2021 11:00,9/21/2021 11:00,34292.7,3369,-54.5,0.310881236,0.874069986,-1.937518122
9/21/2021 11:30,9/21/2021 11:30,34367.2,3369,74.5,1.36657454,0.424842382,0.113961146
9/21/2021 12:00,9/21/2021 12:00,34322.34,2440,-44.86,0.60188767,0.822524365,-0.544050175
9/21/2021 12:30,9/21/2021 12:30,34256.2,2440,-66.14,-1.476751318,-0.88883841,-1.490726079
9/21/2021 13:00,9/21/2021 13:00,34321.2,2010,65,0.982780161,-1.451321898,0.02542942
9/21/2021 13:30,9/21/2021 13:30,34266.7,2010,-54.5,0.838333105,0.823897144,-0.158883017
9/21/2021 14:00,9/21/2021 14:00,34286.7,2386,20,0.367157092,0.307799945,-0.53053316
9/21/2021 14:30,9/21/2021 14:30,34197.7,2386,-89,4.454485884,1.635496083,1.268338991
9/21/2021 15:00,9/21/2021 15:00,34247.34,4155,49.64,0.558073334,2.485929788,-1.968556096
9/21/2021 15:30,9/21/2021 15:30,34155.2,4155,-92.14,1.857318457,1.036519903,0.47844657
