,date,cash_data,vol,dif,ret1,ret2,ret3
10/14/2021 22:30,10/14/2021 22:30,1796.16,2786,-2.98,12.42613231,-1.079632099,-0.992748097
10/14/2021 23:00,10/14/2021 23:00,1797.1,1251,0.94,0.315615259,3.921876968,-8.504255343
10/14/2021 23:30,10/14/2021 23:30,1795.63,1251,-1.47,1.564060535,0.493641371,0.178026112
10/15/2021 1:00,10/15/2021 1:00,1796.18,640,0.55,0.374245476,0.585342579,-0.978717956
10/15/2021 1:30,10/15/2021 1:30,1795.48,640,-0.7,1.272780432,0.476332319,0.102086843
10/15/2021 2:00,10/15/2021 2:00,1795.85,1124,0.37,0.528619993,0.672817183,-0.599963249
10/15/2021 2:30,10/15/2021 2:30,1794.65,1124,-1.2,3.243993079,1.714839599,1.186219606
10/15/2021 3:00,10/15/2021 3:00,1796.22,2322,1.57,1.308198558,4.243787069,0.999793991
10/15/2021 3:30,10/15/2021 3:30,1794.17,2322,-2.05,1.305907106,1.708385794,0.400187236
10/15/2021 4:00,10/15/2021 4:00,1793.87,3073,-0.3,-0.146437295,-0.191233504,-1.49714061
10/15/2021 4:30,10/15/2021 4:30,1796.4,3073,2.53,8.42809657,-1.234187661,-1.087750367
10/15/2021 5:00,10/15/2021 5:00,1793.85,2550,-2.55,1.007910756,8.494769182,0.066672613
10/15/2021 5:30,10/15/2021 5:30,1795.98,2550,2.13,0.835391802,0.842000383,-0.165910373
10/15/2021 6:00,10/15/2021 6:00,1794.13,1891,-1.85,0.868476836,0.72551843,-0.109873373
10/15/2021 6:30,10/15/2021 6:30,1795.58,1891,1.45,0.783871094,0.680773888,-0.187702949
10/15/2021 7:00,10/15/2021 7:00,1795.23,899,-0.35,0.241305354,0.189152292,-0.594718802
10/15/2021 7:30,10/15/2021 7:30,1793.71,899,-1.52,-4.345120214,-1.048500773,-1.289806128
10/15/2021 8:00,10/15/2021 8:00,1794.36,2618,0.65,0.427735246,-1.858561063,2.48655915
10/15/2021 8:30,10/15/2021 8:30,1791.35,2618,-3.01,4.633818093,1.982047322,1.554312076
10/15/2021 9:00,10/15/2021 9:00,1793.37,4090,2.02,0.671281597,3.11059681,-1.523221283
10/15/2021 9:30,10/15/2021 9:30,1790.32,4090,-3.05,1.51033516,1.013860199,0.342578602
10/15/2021 10:00,10/15/2021 10:00,1792.1,3196,1.78,0.583813358,0.881753842,-0.628581318
10/15/2021 10:30,10/15/2021 10:30,1785.36,3196,-6.74,3.791770877,2.213686489,1.629873131
10/15/2021 11:00,10/15/2021 11:00,1789.92,2237,4.56,0.676969956,2.566914962,-1.224855915
10/15/2021 11:30,10/15/2021 11:30,1785.9,2237,-4.02,0.88144571,0.596712263,-0.080257693
10/15/2021 12:00,10/15/2021 12:00,1787.39,3491,1.49,0.370909061,0.3269362,-0.554509509
10/15/2021 12:30,10/15/2021 12:30,1780.73,3491,-6.66,4.476280077,1.660292839,1.289383778
10/15/2021 13:00,10/15/2021 13:00,1783.68,1801,2.95,0.443403564,1.984798541,-2.491481536
10/15/2021 13:30,10/15/2021 13:30,1780.79,1801,-2.89,0.979644518,0.434377871,-0.009025693
10/15/2021 14:00,10/15/2021 14:00,1782.92,3344,2.13,0.737181326,0.722175645,-0.257468873
10/15/2021 14:30,10/15/2021 14:30,1777.5,3344,-5.42,2.546953937,1.877566881,1.140385555
10/15/2021 15:00,10/15/2021 15:00,1778.95,9273,1.45,0.267826119,0.682140789,-1.864813148
10/15/2021 15:30,10/15/2021 15:30,1764.72,9273,-14.23,9.849238262,2.637883264,2.370057144
10/15/2021 16:00,10/15/2021 16:00,1765.33,9103,0.61,0.043032346,0.423835826,-9.425402436
10/15/2021 16:30,10/15/2021 16:30,1774,9103,8.67,-14.17587668,-0.610021225,-0.653053571
10/15/2021 17:00,10/15/2021 17:00,1771.37,7218,-2.63,0.30282753,-4.292845714,9.883030961
10/15/2021 17:30,10/15/2021 17:30,1776.32,7218,4.95,1.880899341,0.569588101,0.266760571
10/15/2021 18:00,10/15/2021 18:00,1775.13,4827,-1.19,0.240149372,0.451696796,-1.429202545
10/15/2021 18:30,10/15/2021 18:30,1766.25,4827,-8.88,-7.483419182,-1.79713842,-2.037287792
10/15/2021 19:00,10/15/2021 19:00,1766.49,3265,0.24,0.02709307,-0.202748801,7.280670381
10/15/2021 19:30,10/15/2021 19:30,1769.3,3265,2.81,-11.69823608,-0.31694113,-0.3440342
10/15/2021 20:00,10/15/2021 20:00,1767.08,2411,-2.22,0.789903717,-9.240480164,2.457755915
10/15/2021 20:30,10/15/2021 20:30,1769.02,2411,1.94,0.873943043,0.690330858,-0.099572859
10/15/2021 21:00,10/15/2021 21:00,1768.73,2039,-0.29,0.149414802,0.130580027,-0.743363016
10/15/2021 21:30,10/15/2021 21:30,1766.98,2039,-1.75,-6.037964956,-0.902161339,-1.051576141
10/15/2021 22:00,10/15/2021 22:00,1766.95,1838,-0.03,-0.01715149,0.103560098,6.141525054
10/15/2021 22:30,10/15/2021 22:30,1768.7,1838,1.75,58.30496047,-1.00001697,-0.98286548
10/15/2021 23:00,10/15/2021 23:00,1768.5,837,-0.2,0.114235625,6.660503607,-51.64445687
10/15/2021 23:30,10/15/2021 23:30,1766.6,837,-1.9,-9.50564431,-1.08588322,-1.200118845
10/18/2021 1:00,10/18/2021 1:00,1764.42,1740,-2.18,-1.14869421,10.91907858,20.42472289
10/18/2021 1:30,10/18/2021 1:30,1768.44,1740,4.02,1.843076839,-2.117131694,-0.968437484
10/18/2021 2:00,10/18/2021 2:00,1767.85,2442,-0.59,0.146623752,0.270238842,-1.572837997
10/18/2021 2:30,10/18/2021 2:30,1772,2442,4.15,7.026827522,1.030299819,0.883676066
10/18/2021 3:00,10/18/2021 3:00,1768.91,2782,-3.09,0.744355266,5.230456067,-1.796371455
10/18/2021 3:30,10/18/2021 3:30,1771.33,2782,2.42,0.783319662,0.583068115,-0.161287151
10/18/2021 4:00,10/18/2021 4:00,1772.03,4516,0.7,-0.289001461,-0.226380527,-1.009700188
10/18/2021 4:30,10/18/2021 4:30,1769.33,4516,-2.7,3.859321895,-1.115349667,-0.826348206
10/18/2021 5:00,10/18/2021 5:00,1770.22,2459,0.89,0.329798134,1.272797158,-2.586524737
10/18/2021 5:30,10/18/2021 5:30,1771.76,2459,1.54,-1.729150041,-0.570270456,-0.90006859
10/18/2021 6:00,10/18/2021 6:00,1770.87,2613,-0.89,0.577816017,-0.999130589,0.730019452
10/18/2021 6:30,10/18/2021 6:30,1767.22,2613,-3.65,-4.106387438,-2.372736433,-2.95055245
10/18/2021 7:00,10/18/2021 7:00,1768.63,1478,1.41,0.386545979,-1.587307554,2.519079884
10/18/2021 7:30,10/18/2021 7:30,1766.5,1478,-2.13,1.510946072,0.584050129,0.19750415
10/18/2021 8:00,10/18/2021 8:00,1769.39,2327,2.89,1.356516019,2.049622551,0.538676479
10/18/2021 8:30,10/18/2021 8:30,1767.6,2327,-1.79,0.619184452,0.839933628,-0.516582391
10/18/2021 9:00,10/18/2021 9:00,1768.68,5987,1.08,0.603473061,0.373661137,-0.245523315
10/18/2021 9:30,10/18/2021 9:30,1761.8,5987,-6.88,6.380843724,3.850667294,3.247194233
10/18/2021 10:00,10/18/2021 10:00,1762.37,3975,0.57,0.082997073,0.529591353,-5.851252371
10/18/2021 10:30,10/18/2021 10:30,1766.9,3975,4.53,-7.935888301,-0.658655501,-0.741652574
10/18/2021 11:00,10/18/2021 11:00,1766.84,4056,-0.06,0.013228272,-0.104978086,7.830910216
10/18/2021 11:30,10/18/2021 11:30,1761.14,4056,-5.7,-95.15518571,-1.258738637,-1.271966909
10/18/2021 12:00,10/18/2021 12:00,1765.03,2533,3.89,0.682806131,-64.97254422,30.18264149
