,date,cash_data,vol,ret1
323,1/28/2020 2:00,9176.68,37733.89,-14.16055845
324,1/28/2020 4:00,9149.09,31556.413,0.103522174
325,1/28/2020 6:00,8977.61,31556.413,-6.283735363
326,1/28/2020 8:00,8952.41,34929.76,-0.148563584
327,1/28/2020 10:00,9125.42,34929.76,6.809545325
328,1/28/2020 12:00,9207.81,54548.555,-0.469569923
329,1/28/2020 14:00,8969.35,54548.555,2.919281572
330,1/28/2020 16:00,9052.27,31679.861,0.350714809
331,1/28/2020 18:00,8905,31679.861,1.782441072
332,1/28/2020 20:00,9017.46,52825.549,0.765107481
333,1/28/2020 22:00,9436.06,52825.549,-3.615666391
334,1/29/2020 0:00,9450,38127.542,-0.032533214
335,1/29/2020 2:00,9291.5,38127.542,11.45813108
336,1/29/2020 4:00,9325,18050.1,0.212770771
337,1/29/2020 6:00,9403.99,18050.1,-2.34375974
338,1/29/2020 8:00,9449,44217.955,-0.566068867
339,1/29/2020 10:00,9242,44217.955,4.639016997
340,1/29/2020 12:00,9263.27,23314.328,0.103780723
341,1/29/2020 14:00,9372.43,23314.328,-5.0962477
342,1/29/2020 16:00,9268.14,22491.587,0.955136028
343,1/29/2020 18:00,9422.16,22491.587,1.472931897
344,1/29/2020 20:00,9460.52,21837.786,-0.246515871
345,1/29/2020 22:00,9295.62,21837.786,4.327856151
346,1/30/2020 0:00,9343,19255.235,0.289130467
347,1/30/2020 2:00,9210.42,19255.235,2.811118759
348,1/30/2020 4:00,9284.7,16954.505,0.562025015
349,1/30/2020 6:00,9406,16954.505,-1.615936366
350,1/30/2020 8:00,9415.2,19955.261,-0.075318077
351,1/30/2020 10:00,9322.12,19955.261,10.16276588
352,1/30/2020 12:00,9425.72,26483.84,1.112398679
353,1/30/2020 14:00,9301.35,26483.84,1.201819504
354,1/30/2020 16:00,9223,77152.264,-0.636863599
355,1/30/2020 18:00,9545.08,77152.264,4.057774774
356,1/30/2020 20:00,9599,29132.452,-0.164108086
357,1/30/2020 22:00,9481.58,29132.452,2.184939696
358,1/31/2020 0:00,9550.72,23200.351,0.59031528
359,1/31/2020 2:00,9410.19,23200.351,2.040223806
360,1/31/2020 4:00,9459.67,27127.417,0.353788887
361,1/31/2020 6:00,9328.22,27127.417,2.668257015
362,1/31/2020 8:00,9422.04,24162.865,0.715158147
363,1/31/2020 10:00,9285,24162.865,1.46405801
364,1/31/2020 12:00,9220,31081.36,-0.479486086
365,1/31/2020 14:00,9347.25,31081.36,1.951151321
366,1/31/2020 16:00,9377.78,19262.861,-0.237896286
367,1/31/2020 18:00,9264.65,19262.861,3.721996242
368,1/31/2020 20:00,9316.76,20826.684,0.462128708
369,1/31/2020 22:00,9438,20826.684,-2.305137952
370,2/1/2020 0:00,9357.42,22716.062,0.663189165
371,2/1/2020 2:00,9477.76,22716.062,1.490281302
372,2/1/2020 4:00,9391.49,15257.718,0.715586344
373,2/1/2020 6:00,9469,15257.718,0.898874426
374,2/1/2020 8:00,9438.07,20513.44,0.398060299
375,2/1/2020 10:00,9335,20513.44,-3.356180154
376,2/1/2020 12:00,9306,21578.963,-0.283352991
377,2/1/2020 14:00,9384.65,21578.963,2.704878386
378,2/1/2020 16:00,9334.67,17390.707,0.634498106
379,2/1/2020 18:00,9430,17390.707,1.902765125
380,2/1/2020 20:00,9354.52,10260.082,0.790936702
381,2/1/2020 22:00,9421.4,10260.082,0.886467358
382,2/2/2020 0:00,9394.01,21273.993,0.408678488
383,2/2/2020 2:00,9252.66,21273.993,-5.207439032
384,2/2/2020 4:00,9160.01,35042.882,-0.663788116
385,2/2/2020 6:00,9395.99,35042.882,2.527446244
386,2/2/2020 8:00,9355.5,25023.874,0.169784649
387,2/2/2020 10:00,9459.99,25023.874,2.571881721
388,2/2/2020 12:00,9489.92,29672.637,-0.28440437
389,2/2/2020 14:00,9378.2,29672.637,3.748930994
390,2/2/2020 16:00,9412.03,15173.265,0.304062595
391,2/2/2020 18:00,9472.77,15173.265,-1.786460937
392,2/2/2020 20:00,9466,21370.195,0.111140673
393,2/2/2020 22:00,9325,21370.195,-20.99135405
394,2/3/2020 0:00,9290,57874.091,-0.250569464
395,2/3/2020 2:00,9647.61,57874.091,10.04455267
396,2/3/2020 4:00,9432.61,14115.222,0.596674322
397,2/3/2020 6:00,9353.49,14115.222,-0.373747893
398,2/3/2020 8:00,9407,22331.169,0.67723553
399,2/3/2020 10:00,9304,22331.169,1.929979346
400,2/3/2020 12:00,9378.82,23582.142,0.727499976
401,2/3/2020 14:00,9280,23582.142,1.322473989
402,2/3/2020 16:00,9348,25999.279,0.689254924
403,2/3/2020 18:00,9250,25999.279,1.443508147
404,2/3/2020 20:00,9360,14022.427,1.12172789
405,2/3/2020 22:00,9263,14022.427,0.881200325
406,2/4/2020 0:00,9368,19327.091,1.082011092
407,2/4/2020 2:00,9271.18,19327.091,0.921689098
408,2/4/2020 4:00,9226.4,22589.932,-0.466044987
409,2/4/2020 6:00,9327.82,22589.932,2.257954605
410,2/4/2020 8:00,9305,44052.486,0.224053658
411,2/4/2020 10:00,9114,44052.486,-8.46731308
412,2/4/2020 12:00,9105,36093.515,-0.047635982
413,2/4/2020 14:00,9237,36093.515,14.56856349
414,2/4/2020 16:00,9242.93,14631.803,-0.04458817
415,2/4/2020 18:00,9175,14631.803,11.49392554
416,2/4/2020 20:00,9153,10290.823,-0.325450578
417,2/4/2020 22:00,9222.65,10290.823,3.15771316
418,2/5/2020 0:00,9250.9,15416.639,-0.403448347
419,2/5/2020 2:00,9179.88,15416.639,2.519826692
420,2/5/2020 4:00,9220.02,19702.569,0.566139546
421,2/5/2020 6:00,9307.78,19702.569,-2.171267911
422,2/5/2020 8:00,9237.4,37211.892,0.801206172
423,2/5/2020 10:00,9430,37211.892,2.718739304
424,2/5/2020 12:00,9422.99,44602.928,0.036037109
425,2/5/2020 14:00,9515,44602.928,13.06672539
426,2/5/2020 16:00,9484.86,66485.436,0.326504105
427,2/5/2020 18:00,9799.08,66485.436,10.27266869
428,2/5/2020 20:00,9738,27642.566,0.191851101
429,2/5/2020 22:00,9600.96,27642.566,-2.266630434
430,2/6/2020 0:00,9660.85,29989,0.43877019
431,2/6/2020 2:00,9550,29989,1.855817725
432,2/6/2020 4:00,9617.07,22564.577,0.606429631
433,2/6/2020 6:00,9705,22564.577,-1.300505131
434,2/6/2020 8:00,9612.3,21497.018,1.054508836
435,2/6/2020 10:00,9715.04,21497.018,1.107732562
436,2/6/2020 12:00,9884,75062.827,-1.621766388
437,2/6/2020 14:00,9651,75062.827,1.383576702
438,2/6/2020 16:00,9849,27474.129,0.85129955
439,2/6/2020 18:00,9723.5,27474.129,0.631477486
440,2/6/2020 20:00,9810.3,21795.8,0.692998781
441,2/6/2020 22:00,9662,21795.8,1.713943294
442,2/7/2020 0:00,9762,25257.392,0.675978482
443,2/7/2020 2:00,9867.3,25257.392,-1.041987615
444,2/7/2020 4:00,9829,18854.542,0.362482418
445,2/7/2020 6:00,9743.21,18854.542,-2.254160895
446,2/7/2020 8:00,9772.08,27763.523,0.337499014
447,2/7/2020 10:00,9900,27763.523,-4.395640831
448,2/7/2020 12:00,9743.34,28667.476,1.226472193
449,2/7/2020 14:00,9855.35,28667.476,0.716609376
450,2/7/2020 16:00,9847.16,14337.465,0.072732395
451,2/7/2020 18:00,9773,14337.465,-9.092993372
452,2/7/2020 20:00,9736.66,14025.861,-0.492795212
453,2/7/2020 22:00,9840,14025.861,2.833989054
454,2/8/2020 0:00,9837.31,19625.333,0.025897191
455,2/8/2020 2:00,9680.55,19625.333,-58.75243082
456,2/8/2020 4:00,9711.57,15458.554,0.199161083
457,2/8/2020 6:00,9810.39,15458.554,-3.164523073
458,2/8/2020 8:00,9779.01,24281.49,0.316451411
459,2/8/2020 10:00,9870.57,24281.49,2.908864415
460,2/8/2020 12:00,9890,28535.697,-0.211017181
461,2/8/2020 14:00,9765,28535.697,6.467990112
462,2/8/2020 16:00,9822.24,20082.751,0.459499239
463,2/8/2020 18:00,9898.57,20082.751,-1.324478966
464,2/8/2020 20:00,9956,20372.159,-0.747320438
465,2/8/2020 22:00,9838.06,20372.159,2.059927042
466,2/9/2020 0:00,9892.15,29608.03,0.460102911
467,2/9/2020 2:00,10062,29608.03,-3.10496312
468,2/9/2020 4:00,10058.5,29424.672,0.020435557
469,2/9/2020 6:00,10184.34,29424.672,35.73745174
470,2/9/2020 8:00,10162,25257.3,0.17662175
471,2/9/2020 10:00,10070,25257.3,-4.141474185
472,2/9/2020 12:00,10161.5,26453.391,0.994589723
473,2/9/2020 14:00,10026,26453.391,1.48411415
474,2/9/2020 16:00,10138.43,15465.888,0.830687133
475,2/9/2020 18:00,10071.01,15465.888,0.598322478
476,2/9/2020 20:00,10070,15867.929,-0.01503156
477,2/9/2020 22:00,10182.59,15867.929,110.8622257
478,2/10/2020 0:00,10213.56,29098.439,-0.273130135
479,2/10/2020 2:00,10080,29098.439,4.334421074
480,2/10/2020 4:00,10125,54412.155,0.338399674
481,2/10/2020 6:00,9750,54412.155,8.472689623
482,2/10/2020 8:00,9997,41717.54,0.662892039
