,date,cash_data,vol
2021-11-02 23:30:00,2021-11-02 23:30:00,1.15807,187.0
2021-11-03 00:00:00,2021-11-03 00:00:00,1.15814,222.0
2021-11-03 00:30:00,2021-11-03 00:30:00,1.15776,222.0
2021-11-03 01:00:00,2021-11-03 01:00:00,1.15757,511.0
2021-11-03 01:30:00,2021-11-03 01:30:00,1.15788,511.0
2021-11-03 02:00:00,2021-11-03 02:00:00,1.15743,553.0
2021-11-03 02:30:00,2021-11-03 02:30:00,1.15792,553.0
2021-11-03 03:00:00,2021-11-03 03:00:00,1.15767,640.0
2021-11-03 03:30:00,2021-11-03 03:30:00,1.15825,640.0
2021-11-03 04:00:00,2021-11-03 04:00:00,1.15791,813.0
2021-11-03 04:30:00,2021-11-03 04:30:00,1.15865,813.0
2021-11-03 05:00:00,2021-11-03 05:00:00,1.15843,617.0
2021-11-03 05:30:00,2021-11-03 05:30:00,1.15813,617.0
2021-11-03 06:00:00,2021-11-03 06:00:00,1.15797,423.0
2021-11-03 06:30:00,2021-11-03 06:30:00,1.15829,423.0
2021-11-03 07:00:00,2021-11-03 07:00:00,1.15799,614.0
2021-11-03 07:30:00,2021-11-03 07:30:00,1.1585,614.0
2021-11-03 08:00:00,2021-11-03 08:00:00,1.15803,691.0
2021-11-03 08:30:00,2021-11-03 08:30:00,1.1585,691.0
2021-11-03 09:00:00,2021-11-03 09:00:00,1.15873,2495.0
2021-11-03 09:30:00,2021-11-03 09:30:00,1.1578,2495.0
2021-11-03 10:00:00,2021-11-03 10:00:00,1.15778,3300.0
2021-11-03 10:30:00,2021-11-03 10:30:00,1.15887,3300.0
2021-11-03 11:00:00,2021-11-03 11:00:00,1.1584,3276.0
2021-11-03 11:30:00,2021-11-03 11:30:00,1.15973,3276.0
2021-11-03 12:00:00,2021-11-03 12:00:00,1.15784,3227.0
2021-11-03 12:30:00,2021-11-03 12:30:00,1.15923,3227.0
2021-11-03 13:00:00,2021-11-03 13:00:00,1.15822,2575.0
2021-11-03 13:30:00,2021-11-03 13:30:00,1.15923,2575.0
2021-11-03 14:00:00,2021-11-03 14:00:00,1.15768,4766.0
2021-11-03 14:30:00,2021-11-03 14:30:00,1.1589,4766.0
2021-11-03 15:00:00,2021-11-03 15:00:00,1.15828,4617.0
2021-11-03 15:30:00,2021-11-03 15:30:00,1.15676,4617.0
2021-11-03 16:00:00,2021-11-03 16:00:00,1.15617,5147.0
2021-11-03 16:30:00,2021-11-03 16:30:00,1.15795,5147.0
2021-11-03 17:00:00,2021-11-03 17:00:00,1.1573,3865.0
2021-11-03 17:30:00,2021-11-03 17:30:00,1.15854,3865.0
2021-11-03 18:00:00,2021-11-03 18:00:00,1.15852,2600.0
2021-11-03 18:30:00,2021-11-03 18:30:00,1.15773,2600.0
2021-11-03 19:00:00,2021-11-03 19:00:00,1.15775,1787.0
2021-11-03 19:30:00,2021-11-03 19:30:00,1.15867,1787.0
2021-11-03 20:00:00,2021-11-03 20:00:00,1.15716,9699.0
2021-11-03 20:30:00,2021-11-03 20:30:00,1.16157,9699.0
2021-11-03 21:00:00,2021-11-03 21:00:00,1.15944,5718.0
2021-11-03 21:30:00,2021-11-03 21:30:00,1.16154,5718.0
2021-11-03 22:00:00,2021-11-03 22:00:00,1.16037,1439.0
2021-11-03 22:30:00,2021-11-03 22:30:00,1.16147,1439.0
2021-11-03 23:00:00,2021-11-03 23:00:00,1.16058,415.0
2021-11-03 23:30:00,2021-11-03 23:30:00,1.16142,415.0
2021-11-04 00:00:00,2021-11-04 00:00:00,1.16154,481.0
2021-11-04 00:30:00,2021-11-04 00:30:00,1.16094,481.0
2021-11-04 01:00:00,2021-11-04 01:00:00,1.16091,764.0
2021-11-04 01:30:00,2021-11-04 01:30:00,1.16156,764.0
2021-11-04 02:00:00,2021-11-04 02:00:00,1.16154,1396.0
2021-11-04 02:30:00,2021-11-04 02:30:00,1.16106,1396.0
2021-11-04 03:00:00,2021-11-04 03:00:00,1.16119,1559.0
2021-11-04 03:30:00,2021-11-04 03:30:00,1.16024,1559.0
2021-11-04 04:00:00,2021-11-04 04:00:00,1.15996,1081.0
2021-11-04 04:30:00,2021-11-04 04:30:00,1.16061,1081.0
2021-11-04 05:00:00,2021-11-04 05:00:00,1.16044,971.0
2021-11-04 05:30:00,2021-11-04 05:30:00,1.15921,971.0
2021-11-04 06:00:00,2021-11-04 06:00:00,1.15951,978.0
2021-11-04 06:30:00,2021-11-04 06:30:00,1.15901,978.0
2021-11-04 07:00:00,2021-11-04 07:00:00,1.15914,1139.0
2021-11-04 07:30:00,2021-11-04 07:30:00,1.15846,1139.0
2021-11-04 08:00:00,2021-11-04 08:00:00,1.15878,1848.0
2021-11-04 08:30:00,2021-11-04 08:30:00,1.15773,1848.0
2021-11-04 09:00:00,2021-11-04 09:00:00,1.15813,2706.0
2021-11-04 09:30:00,2021-11-04 09:30:00,1.1569,2706.0
2021-11-04 10:00:00,2021-11-04 10:00:00,1.15709,4675.0
2021-11-04 10:30:00,2021-11-04 10:30:00,1.15481,4675.0
2021-11-04 11:00:00,2021-11-04 11:00:00,1.15466,2887.0
2021-11-04 11:30:00,2021-11-04 11:30:00,1.15539,2887.0
2021-11-04 12:00:00,2021-11-04 12:00:00,1.15521,3210.0
2021-11-04 12:30:00,2021-11-04 12:30:00,1.15418,3210.0
2021-11-04 13:00:00,2021-11-04 13:00:00,1.15436,3307.0
2021-11-04 13:30:00,2021-11-04 13:30:00,1.15539,3307.0
2021-11-04 14:00:00,2021-11-04 14:00:00,1.15439,6518.0
2021-11-04 14:30:00,2021-11-04 14:30:00,1.15622,6518.0
2021-11-04 15:00:00,2021-11-04 15:00:00,1.15724,4997.0
2021-11-04 15:30:00,2021-11-04 15:30:00,1.15528,4997.0
2021-11-04 16:00:00,2021-11-04 16:00:00,1.1556,5597.0
2021-11-04 16:30:00,2021-11-04 16:30:00,1.15393,5597.0
2021-11-04 17:00:00,2021-11-04 17:00:00,1.15275,5196.0
2021-11-04 17:30:00,2021-11-04 17:30:00,1.15458,5196.0
2021-11-04 18:00:00,2021-11-04 18:00:00,1.15519,3705.0
2021-11-04 18:30:00,2021-11-04 18:30:00,1.15394,3705.0
2021-11-04 19:00:00,2021-11-04 19:00:00,1.15422,2555.0
2021-11-04 19:30:00,2021-11-04 19:30:00,1.15514,2555.0
2021-11-04 20:00:00,2021-11-04 20:00:00,1.15462,2433.0
2021-11-04 20:30:00,2021-11-04 20:30:00,1.15563,2433.0
2021-11-04 21:00:00,2021-11-04 21:00:00,1.15505,1961.0
2021-11-04 21:30:00,2021-11-04 21:30:00,1.15567,1961.0
2021-11-04 22:00:00,2021-11-04 22:00:00,1.15572,933.0
2021-11-04 22:30:00,2021-11-04 22:30:00,1.15513,933.0
2021-11-04 23:00:00,2021-11-04 23:00:00,1.15498,273.0
2021-11-04 23:30:00,2021-11-04 23:30:00,1.15556,273.0
2021-11-05 00:00:00,2021-11-05 00:00:00,1.15509,3216.0
2021-11-05 00:30:00,2021-11-05 00:30:00,1.15537,3216.0
2021-11-05 01:00:00,2021-11-05 01:00:00,1.15481,733.0
2021-11-05 01:30:00,2021-11-05 01:30:00,1.15547,733.0
2021-11-05 02:00:00,2021-11-05 02:00:00,1.15554,1605.0
2021-11-05 02:30:00,2021-11-05 02:30:00,1.15465,1605.0
2021-11-05 03:00:00,2021-11-05 03:00:00,1.15523,2276.0
2021-11-05 03:30:00,2021-11-05 03:30:00,1.15445,2276.0
2021-11-05 04:00:00,2021-11-05 04:00:00,1.155,1526.0
2021-11-05 04:30:00,2021-11-05 04:30:00,1.1541,1526.0
2021-11-05 05:00:00,2021-11-05 05:00:00,1.15403,1058.0
2021-11-05 05:30:00,2021-11-05 05:30:00,1.15471,1058.0
2021-11-05 06:00:00,2021-11-05 06:00:00,1.15461,1047.0
2021-11-05 06:30:00,2021-11-05 06:30:00,1.15569,1047.0
2021-11-05 07:00:00,2021-11-05 07:00:00,1.15568,1143.0
2021-11-05 07:30:00,2021-11-05 07:30:00,1.15524,1143.0
2021-11-05 08:00:00,2021-11-05 08:00:00,1.15497,1911.0
2021-11-05 08:30:00,2021-11-05 08:30:00,1.15566,1911.0
2021-11-05 09:00:00,2021-11-05 09:00:00,1.15521,2643.0
2021-11-05 09:30:00,2021-11-05 09:30:00,1.15625,2643.0
2021-11-05 10:00:00,2021-11-05 10:00:00,1.15606,4407.0
2021-11-05 10:30:00,2021-11-05 10:30:00,1.15465,4407.0
2021-11-05 11:00:00,2021-11-05 11:00:00,1.15489,3544.0
2021-11-05 11:30:00,2021-11-05 11:30:00,1.15388,3544.0
2021-11-05 12:00:00,2021-11-05 12:00:00,1.15419,3215.0
2021-11-05 12:30:00,2021-11-05 12:30:00,1.15308,3215.0
2021-11-05 13:00:00,2021-11-05 13:00:00,1.15374,3521.0
2021-11-05 13:30:00,2021-11-05 13:30:00,1.15294,3521.0
2021-11-05 14:00:00,2021-11-05 14:00:00,1.15395,5960.0
2021-11-05 14:30:00,2021-11-05 14:30:00,1.15127,5960.0
2021-11-05 15:00:00,2021-11-05 15:00:00,1.15126,6415.0
2021-11-05 15:30:00,2021-11-05 15:30:00,1.15361,6415.0
2021-11-05 16:00:00,2021-11-05 16:00:00,1.15175,4648.0
2021-11-05 16:30:00,2021-11-05 16:30:00,1.15298,4648.0
2021-11-05 17:00:00,2021-11-05 17:00:00,1.15251,5278.0
2021-11-05 17:30:00,2021-11-05 17:30:00,1.15557,5278.0
2021-11-05 18:00:00,2021-11-05 18:00:00,1.15485,3826.0
2021-11-05 18:30:00,2021-11-05 18:30:00,1.1566,3826.0
2021-11-05 19:00:00,2021-11-05 19:00:00,1.15677,2464.0
2021-11-05 19:30:00,2021-11-05 19:30:00,1.15556,2464.0
2021-11-05 20:00:00,2021-11-05 20:00:00,1.15572,2165.0
2021-11-05 20:30:00,2021-11-05 20:30:00,1.15476,2165.0
2021-11-05 21:00:00,2021-11-05 21:00:00,1.15488,2177.0
2021-11-05 21:30:00,2021-11-05 21:30:00,1.15684,2177.0
2021-11-05 22:00:00,2021-11-05 22:00:00,1.15727,1315.0
2021-11-05 22:30:00,2021-11-05 22:30:00,1.15642,1315.0
2021-11-08 00:00:00,2021-11-08 00:00:00,1.15543,303.0
2021-11-08 00:30:00,2021-11-08 00:30:00,1.15634,303.0
2021-11-08 01:00:00,2021-11-08 01:00:00,1.15597,907.0
2021-11-08 01:30:00,2021-11-08 01:30:00,1.15693,907.0
2021-11-08 02:00:00,2021-11-08 02:00:00,1.15676,1111.0
2021-11-08 02:30:00,2021-11-08 02:30:00,1.15576,1111.0
2021-11-08 03:00:00,2021-11-08 03:00:00,1.1562,1622.0
2021-11-08 03:30:00,2021-11-08 03:30:00,1.15534,1622.0
2021-11-08 04:00:00,2021-11-08 04:00:00,1.15525,1275.0
2021-11-08 04:30:00,2021-11-08 04:30:00,1.15585,1275.0
2021-11-08 05:00:00,2021-11-08 05:00:00,1.15616,1121.0
2021-11-08 05:30:00,2021-11-08 05:30:00,1.15568,1121.0
2021-11-08 06:00:00,2021-11-08 06:00:00,1.15561,791.0
2021-11-08 06:30:00,2021-11-08 06:30:00,1.15626,791.0
2021-11-08 07:00:00,2021-11-08 07:00:00,1.15623,922.0
2021-11-08 07:30:00,2021-11-08 07:30:00,1.1559,922.0
2021-11-08 08:00:00,2021-11-08 08:00:00,1.15594,1853.0
2021-11-08 08:30:00,2021-11-08 08:30:00,1.15682,1853.0
2021-11-08 09:00:00,2021-11-08 09:00:00,1.15656,3257.0
2021-11-08 09:30:00,2021-11-08 09:30:00,1.15503,3257.0
2021-11-08 10:00:00,2021-11-08 10:00:00,1.15498,4652.0
2021-11-08 10:30:00,2021-11-08 10:30:00,1.15732,4652.0
2021-11-08 11:00:00,2021-11-08 11:00:00,1.15755,3016.0
2021-11-08 11:30:00,2021-11-08 11:30:00,1.156,3016.0
2021-11-08 12:00:00,2021-11-08 12:00:00,1.15545,2605.0
2021-11-08 12:30:00,2021-11-08 12:30:00,1.15692,2605.0
2021-11-08 13:00:00,2021-11-08 13:00:00,1.15736,2309.0
2021-11-08 13:30:00,2021-11-08 13:30:00,1.15611,2309.0
2021-11-08 14:00:00,2021-11-08 14:00:00,1.15703,3390.0
2021-11-08 14:30:00,2021-11-08 14:30:00,1.15796,3390.0
2021-11-08 15:00:00,2021-11-08 15:00:00,1.15824,3773.0
2021-11-08 15:30:00,2021-11-08 15:30:00,1.15669,3773.0
2021-11-08 16:00:00,2021-11-08 16:00:00,1.15634,5136.0
2021-11-08 16:30:00,2021-11-08 16:30:00,1.15786,5136.0
2021-11-08 17:00:00,2021-11-08 17:00:00,1.15728,4353.0
2021-11-08 17:30:00,2021-11-08 17:30:00,1.15941,4353.0
2021-11-08 18:00:00,2021-11-08 18:00:00,1.15842,2937.0
2021-11-08 18:30:00,2021-11-08 18:30:00,1.15943,2937.0
2021-11-08 19:00:00,2021-11-08 19:00:00,1.15915,1857.0
2021-11-08 19:30:00,2021-11-08 19:30:00,1.1583,1857.0
2021-11-08 20:00:00,2021-11-08 20:00:00,1.1583,1586.0
2021-11-08 20:30:00,2021-11-08 20:30:00,1.15886,1586.0
2021-11-08 21:00:00,2021-11-08 21:00:00,1.1589,1116.0
2021-11-08 21:30:00,2021-11-08 21:30:00,1.15853,1116.0
2021-11-08 22:00:00,2021-11-08 22:00:00,1.1582,1561.0
2021-11-08 22:30:00,2021-11-08 22:30:00,1.15905,1561.0
2021-11-08 23:00:00,2021-11-08 23:00:00,1.15908,616.0
2021-11-08 23:30:00,2021-11-08 23:30:00,1.15855,616.0
2021-11-09 00:00:00,2021-11-09 00:00:00,1.15833,301.0
2021-11-09 00:30:00,2021-11-09 00:30:00,1.15884,301.0
2021-11-09 01:00:00,2021-11-09 01:00:00,1.1584,594.0
2021-11-09 01:30:00,2021-11-09 01:30:00,1.15871,594.0
2021-11-09 02:00:00,2021-11-09 02:00:00,1.159,968.0
2021-11-09 02:30:00,2021-11-09 02:30:00,1.15785,968.0
2021-11-09 03:00:00,2021-11-09 03:00:00,1.15855,1560.0
2021-11-09 03:30:00,2021-11-09 03:30:00,1.15764,1560.0
2021-11-09 04:00:00,2021-11-09 04:00:00,1.15788,2168.0
2021-11-09 04:30:00,2021-11-09 04:30:00,1.15868,2168.0
2021-11-09 05:00:00,2021-11-09 05:00:00,1.1588,2075.0
2021-11-09 05:30:00,2021-11-09 05:30:00,1.15827,2075.0
2021-11-09 06:00:00,2021-11-09 06:00:00,1.15844,1499.0
2021-11-09 06:30:00,2021-11-09 06:30:00,1.15987,1499.0
2021-11-09 07:00:00,2021-11-09 07:00:00,1.15962,1822.0
2021-11-09 07:30:00,2021-11-09 07:30:00,1.16058,1822.0
2021-11-09 08:00:00,2021-11-09 08:00:00,1.16059,2144.0
2021-11-09 08:30:00,2021-11-09 08:30:00,1.15964,2144.0
2021-11-09 09:00:00,2021-11-09 09:00:00,1.16026,3140.0
2021-11-09 09:30:00,2021-11-09 09:30:00,1.15902,3140.0
2021-11-09 10:00:00,2021-11-09 10:00:00,1.15958,3801.0
