date,cash_data,ret1,ret2,ret3
2022-07-29 01:40:00,32570.5,0.0,0.0,0.0
2022-07-29 01:45:00,32553.75,0.0,0.0,0.0
2022-07-29 01:50:00,32556.75,0.17914229697461348,0.0,0.0
2022-07-29 01:55:00,32535.0,7.252088663075543,1.299155820966769,1.1200135239921263
2022-07-29 02:00:00,32541.75,0.3104163507190925,2.251166897882856,-5.000921765192239
2022-07-29 02:05:00,32526.0,2.3336561110699012,0.7244050138313232,0.41398866311234434
2022-07-29 02:10:00,32533.0,0.44450421228113934,1.03731997138572,-1.2963361396833246
2022-07-29 02:20:00,32521.0,1.714417485786603,0.7620657940402745,0.3175615817592146
2022-07-29 02:25:00,32539.75,1.5623379174264203,2.6784994443432293,0.9640819585565837
2022-07-29 02:30:00,32531.0,0.4665949397505864,0.7289789664514513,-0.8333589509747362
2022-07-29 02:35:00,32544.0,1.4856172656245183,0.6931814985463107,0.22658655879558773
2022-07-29 02:40:00,32534.75,0.7114974562427203,1.0570129054427049,-0.42860436018163883
2022-07-29 02:50:00,32554.0,2.0807613979693014,1.480456441703647,0.768958985460857
2022-07-29 03:00:00,32521.0,1.7146480306890144,3.5677734333614253,1.487012035392035
2022-07-29 03:10:00,32555.75,1.0530019954724468,1.805527797848267,0.09087976715952022
2022-07-29 03:15:00,32537.0,0.5394356813975676,0.5680268489407305,-0.4849751465317722
2022-07-29 03:20:00,32544.0,0.37340072763068216,0.20142567594386693,-0.33801000545387433
2022-07-29 03:30:00,32521.0,3.286522393156139,1.2271898529793996,0.853789125348748
2022-07-29 03:35:00,32537.0,0.6957270085601663,2.2865223931571106,-0.9999999999998352
2022-07-29 03:45:00,32512.0,1.5627162286195342,1.0872238869660347,0.3914968784057797
2022-07-29 03:55:00,32529.5,0.700080700120343,1.0940274714216922,-0.46868875719791203
2022-07-29 04:00:00,32512.0,1.0,0.700080700120343,-0.0
2022-07-29 04:05:00,32525.0,0.7429085341377496,0.7429085341373128,-0.2570914658622923
2022-07-29 04:10:00,32519.75,0.40379803158516253,0.29998500373228854,-0.4429235304052155
2022-07-29 04:15:00,32544.0,4.617698962612163,1.8646177515542761,1.4608197199689341
2022-07-29 04:20:00,32533.75,0.4225894662059337,1.951390939710825,-2.666308022901321
2022-07-29 04:25:00,32549.75,1.5608377191493716,0.6595935785694572,0.2370041123636502
2022-07-29 04:30:00,32532.5,1.0781457104981271,1.6828104916843105,0.12197277253494744
2022-07-29 04:35:00,32552.0,1.1303957103307318,1.2187312862586697,0.1405855757605159
2022-07-29 04:40:00,32543.0,0.4614640032654941,0.5216369297635374,-0.6087587805671284
2022-07-29 04:45:00,32561.75,2.0830213804462963,0.9612393851085271,0.49977538184292514
2022-07-29 04:50:00,32557.75,0.21328500628534758,0.4442772282211058,-1.638744152224783
2022-07-29 05:00:00,32584.0,6.560258840817823,1.3992048480979034,1.1859198418122892
2022-07-29 05:05:00,32568.0,0.6094278958141426,3.998004741356449,-2.5622540994618146
2022-07-29 05:10:00,32580.0,0.7500460424005596,0.45709898138396055,-0.15232891443031255
2022-07-29 05:20:00,32563.0,1.4167754179474217,1.0626467952017502,0.312600752801234
2022-07-29 05:25:00,32574.0,0.6471184178732758,0.9168214669439473,-0.49995395100347806
2022-07-29 05:30:00,32571.0,0.2726937786063441,0.1764651665756164,-0.4706532512977021
2022-07-29 05:35:00,32583.0,3.9994475053312937,1.090624452566079,0.8179306739599266
2022-07-29 05:40:00,32581.0,0.1666410883407503,0.6664722850489063,-3.332975220282844
2022-07-29 05:45:00,32590.0,4.499516683375267,0.7498043571236049,0.583163268782991
